Saunders,35126
Mcanulty,35396
Johnson,35089
Burgos,35205
Messenger,35438
Shealy,35055
Speier,35113
Pagan,35335
Lindstrom,35767
Burres,35721
Munter,35423
Mclemore,35403
Rodriguez,35532
Davis,35160
Duffy,35139
Eldred,34894
Mclouth,35402
Nunez,35199
Masset,35740
Delcarmen,35174
Ramirez,35474
Sanchez,35648
Davies,35157
Lerew,35512
Mcbride,35401
Orr,34899
Repko,35511
Street,35109
Morales,35449
Sisco,35065
Rowlandnullsmith,35775
Stern,35104
Corcoran,35024
Garko,34943
Green,35631
Reyes,35504
Quentin,35627
Anderson,34837
Duke,35170
Baker,35330
Bayliss,35333
Kendrick,35637
Napoli,35574
Willits,35562
Arias,35561
Kinsler,35565
Johnson,35569
Olsen,34910
Hermida,35215
Giarratano,35049
Sweeney,35658
Mccarthy,35412
Fields,35710
Molina,35753
Miner,35737
Mccann,35397
Iguchi,34840
Betancourt,35342
Orvella,34915
Schumaker,35076
Rabe,35770
Flores,35722
Bray,35720
Owens,35564
Quintanilla,34958
Accardo,34824
Taschner,35136
Frandsen,35717
Huber,35707
Hopper,35731
Cruz,35633
Theriot,35121
Karstens,35615
Ethier,35558
Feldman,35289
Hirsh,35577
Murton,35444
Ray,35502
Nolasco,35688
Salmon,35647
Thompson,35685
Marshall,35585
Janssen,35655
Bisenius,35704
Smith,35664
Eveland,34845
Prado,35583
Speigner,35662
Bannister,35696
Rogers,35776
Vasquez,35693
Inglett,35603
Flores,35321
Sanchez,35649
Capps,34930
Hill,35273
Sampson,35652
Gwynn,35626
Shields,35653
Kinney,35623
Meredith,35440
Spilborghs,35115
Perez,35728
De La Cruz,35682
Papelbon,35580
Schultz,35656
Barden,35691
Francisco,35716
Neshek,35575
Kouzmanoff,35628
Lowe,35772
Perkins,35690
Vargas,35247
Weaver,35605
Zobrist,35667
Wilson,34865
Milledge,35747
Laroche,35760
Birkins,35689
Gabbard,35624
Murray,35750
Zumaya,35663
Billingsley,35719
Depaula,35680
Wright,35756
Marcum,35389
Budde,35713
Drew,35187
Tankersley,35673
Owings,35610
Lind,35766
Owens,35611
Cameron,35625
Lester,35771
Dukes,35681
Littleton,35762
Dove,35683
Gorzelanny,35567
Tulowitzki,35684
Miller,35746
Morrow,35754
Villanueva,35606
Chico,35676
Ryan,35589
Thompson,35573
Hensley,35366
Burton,35692
Broxton,35323
Iannetta,35601
Mcbeth,35738
Livingston,35763
Stewart,35571
Young,35594
Mathieson,35741
Markakis,35587
Pedroia,35726
Sanchez,35650
Denorfia,35165
Feierabend,35711
Bourn,35584
Onullconnor,35613
Bergmann,35204
Schroder,35659
Brown,35714
Cherry,35675
Logan,35774
Day,35678
Marshall,35735
White,35733
Sharpless,35654
De Aza,35677
Clarke,35630
Riggans,35761
Devine,35166
Mastny,35742
Casto,35619
Albers,35599
Sanchez,35651
Casilla,35618
Coutlangus,35641
Buck,35694
Pelfrey,35727
Gordon,35639
Sowers,35669
Perez,35729
Gomez,35643
James,35059
Slaten,35666
Kemp,35638
Braun,35715
Musser,35748
Marmol,35745
Britton,35718
Johnson,35657
Gonzalez,35644
Uggla,35563
Garcia,35622
Mateo,35743
Campusano,35621
